msa,state,size_rank,hvi_2010,hvi_2011,hvi_2012,hvi_2013,hvi_2014,hvi_2015,hvi_2016,hvi_2017,hvi_2018,hvi_2019,hvi_2021,hvi_2022,hvi_2023,hvi_2024,area_name
"Berlin, NH",NH,805,108491.29068551476,107339.05320194962,107387.80286158441,110104.88071738543,107118.59895643701,106779.06877677537,109430.84355864998,116746.23715714195,126231.55570243216,131457.89366843525,176115.99139191562,214287.83890992298,227518.98613301245,240814.0800954852,Berlin
"Big Rapids, MI",MI,697,94893.00093055867,92430.34000417404,92920.03810849023,100042.22698448929,106744.83390009869,109880.08848253562,118589.58164108878,127392.87374493167,133919.04173834328,141439.649828093,177629.92026726247,197620.3341259338,201449.40793933938,207463.38644151637,Big Rapids
"Big Spring, TX",TX,770,,,98451.83883893047,110824.55060988209,130892.67820293333,148667.95764139877,144836.27682690162,131177.9524279433,139315.4214205128,157879.29033948216,172359.99615333937,167740.40170925242,155320.07254489916,156594.30158663506,Big Spring
"Big Stone Gap, VA",VA,695,95716.19448255443,94780.52290237254,95991.67268913124,91847.94092273417,89337.37514326179,86563.67476642097,82469.59838367642,84262.3689399025,88879.2721884231,86038.9223287899,102925.1849119024,115389.43225007853,119318.69268489054,124212.45322724577,Big Stone Gap
"Billings, MT",MT,239,190688.11352826687,192071.27759654177,195180.11233211402,206692.01170131084,218024.73208344958,234571.03278763502,237340.8987567351,239985.87906004788,247642.64222465176,259228.74382280858,309860.07287225674,361077.45201917784,378953.95085329405,390865.8869960257,Billings
"Binghamton, NY",NY,195,113644.70076138683,107514.62029013738,106061.98016864802,107059.58522703603,107293.53237382976,106597.51802386132,107538.6061641354,108159.24321414549,113259.09788648844,118777.08715350524,140150.0611201976,154183.31802581166,164178.12232356516,179046.97841237893,Binghamton
"Birmingham, AL",AL,51,138861.49945225063,132680.82067897418,131399.17587500857,137928.9574307068,143426.4200699144,147833.4507754421,153474.53177358312,158811.62508836098,166229.75658774195,176148.04614697685,216521.5238163146,245989.44320733237,250978.93581792366,251617.93756492133,Birmingham
"Bismarck, ND",ND,324,164768.8433428232,169437.36792000834,186063.01493523546,217096.71155115383,239611.92610494234,259630.2646529634,259080.30952250457,255882.9102615853,255650.51915213207,257377.01288608913,280076.10374541656,304176.7358610016,314272.0215834863,323335.4446098568,Bismarck
"Blackfoot, ID",ID,623,,,,147691.9163112194,149698.7860426688,152736.2946649464,161605.30037450697,172366.72971384245,188789.34039556535,209473.80154969785,312686.17762227316,370751.5023200293,350364.1970181878,353371.3130654711,Blackfoot
"Blacksburg, VA",VA,265,154070.37763192275,151515.61704001646,154521.3266979042,158958.39114848338,160799.92695558723,161962.31944269352,166752.68682894998,170905.8493619483,178589.8726855457,187573.81031415763,227762.84316905847,252276.96778431386,261522.6298584198,269587.027661814,Blacksburg
"Bloomington, IL",IL,255,165281.56124546044,160091.35333876326,158978.93059599184,164682.35322318415,168015.50655205172,167076.84747757265,169163.36892083252,168208.67798950765,168712.02867661364,167655.0049060938,184814.87059827257,207598.7657824011,219007.50577140192,232571.98511333743,Bloomington
"Bloomington, IN",IN,270,140052.87957384324,136411.74844021056,136985.54518708924,140832.7325955452,145196.15982342392,149688.71392545852,156937.15132521084,166098.44732276746,177980.30351238963,190726.34683063437,236917.0343012123,263945.8979367236,271796.25086606527,281389.4275217004,Bloomington
"Bloomsburg, PA",PA,439,162628.7638736278,161039.03250147155,161258.20198868663,163149.54320020517,165913.87497043784,166421.386712705,172079.07616252892,173514.90060784394,178284.244700051,186459.7164870943,215145.86223953366,225414.15315311882,231667.56878975415,232760.62149833748,Bloomsburg
"Bluefield, WV",VA,371,85169.72384074598,84698.87892404299,87825.18138639403,86505.2374181135,84008.84686257498,85729.44616059394,87377.62908026997,86471.01072025107,86880.70366685097,88583.39111040502,106768.143521472,121462.64341070103,130630.04869830034,137987.855052344,Bluefield
"Blytheville, AR",AR,689,64205.82136523116,63021.41539429058,65972.42135037384,70859.31638473448,68467.60114054616,61825.354548599804,64829.35221680976,66728.72394090502,77130.86914223345,80595.6515221581,123238.00522338168,111627.4881226758,97227.6046661121,107238.79124868376,Blytheville
"Bogalusa, LA",LA,643,84031.61017812982,84912.0451995155,87754.21011682786,95077.7170439618,102542.09418046613,107175.22858173835,112135.80531097822,118927.96949946665,123307.54524079517,131318.62951617266,144354.43462273982,149576.5575336675,137572.78206165243,129841.90512736498,Bogalusa
"Boise City, ID",ID,79,153138.64187186593,134999.33918640815,141530.45246549323,166578.47189783392,182042.6171827726,193631.61304490795,211694.1194342059,232781.29390112506,263154.48491716804,297241.0785464578,459120.10184792225,509715.371537053,465397.10147921805,477453.32773219445,Boise City
"Boone, NC",NC,577,244299.83219019705,230196.75152184037,229072.16822455093,232637.88031942028,238937.08825225037,241661.59644145475,246568.91864358052,258714.36881305886,270001.6488366638,283903.4431811346,378326.33335211646,458105.7486267994,475482.1228698122,501294.03810764366,Boone
"Borger, TX",TX,899,95965.19872010952,94287.55879445758,94233.20071677137,89576.12100763615,91382.61536657797,91669.32158246126,96147.9222766368,95291.95239469403,97693.13946951229,102644.35748714801,112515.82968436526,118689.90037494311,112729.90943505791,116124.19168466837,Borger
"Boston, MA",MA,10,335461.8525936639,325587.9831846961,322381.90171748557,344390.5976095607,369077.08748860395,390458.4920571058,417558.27927163226,446586.97716642305,475680.65227891546,487967.5915036339,576374.2117980694,629981.1471357152,650356.555810086,697032.9786696073,Boston
"Boulder, CO",CO,156,306195.6846212643,301284.47767919686,310019.2388151667,337080.7833304662,365340.2804459368,405807.8939689274,462176.8332546607,501227.42292817327,522702.6688984274,540145.4567502615,644676.0431608242,748091.6280896482,731252.9660726571,733526.8510377868,Boulder
"Bowling Green, KY",KY,248,124571.82143632682,121588.91199571796,122363.0999153758,123938.68157134009,126575.3307594274,132812.8218987479,141633.11383733808,150824.8973544697,160165.2832319054,167566.09663097866,203339.32477383513,230979.0931172704,245008.06086398696,254112.39510612737,Bowling Green
"Bozeman, MT",MT,356,244422.6057237977,236901.4277931458,245434.93671831183,265873.37442923075,283737.3761399547,307691.5701472581,340054.73467134516,374079.37554222456,411271.174061625,435125.66029438056,592223.8025913266,683855.1072460028,669060.630132221,705785.6055979381,Bozeman
"Bradford, PA",PA,692,73132.84481750234,71701.61568019989,73511.75767917484,77719.93826759397,79406.38770371275,82050.16020717409,83226.79548223493,82544.47112039021,83371.55290295744,84000.53702490004,96381.60568119345,98805.74335044766,99988.9605190003,100570.95341481065,Bradford
"Brainerd, MN",MN,408,154816.06030374175,149419.88285231314,153848.73170832146,164569.46933893618,172283.32249652027,183482.85984878519,191759.9691395169,196944.9922937384,204829.62913300734,215069.45547281866,268496.0878928842,310570.83669898525,324032.7170866414,333441.88506008475,Brainerd
"Branson, MO",MO,561,117512.8775302652,112446.80444611223,114907.49436932085,119290.91530174285,123196.37119220216,127559.53696503065,131084.28227646908,137650.87016067427,144098.25113791265,156032.3923893513,198054.02528991248,241081.78139235056,249033.81732431857,248993.5847941616,Branson
"Breckenridge, CO",CO,811,415833.618405075,401184.253879838,404111.7768649499,422330.49897247227,437952.45481214765,465128.3252072758,513358.1893423681,584926.0656654007,649182.8358473309,700554.050113967,878959.4076124086,1082880.6420085775,1014671.560089495,1003899.3384652551,Breckenridge
"Bremerton, WA",WA,181,272809.5666208624,256199.23339432178,240441.46122558112,247177.32294122456,256508.40733698613,273185.3607901168,304791.8504112177,339503.9838127516,366160.20575181,389539.7814940014,513960.24520264566,570227.3666607201,548171.3199771288,559396.5373505153,Bremerton
"Brenham, TX",TX,759,188016.77767016308,186988.85771715737,187998.98315725883,192292.35849381855,200414.83541041412,215274.31929648537,231103.64983401456,240390.98828995743,251919.4841634897,264669.2247555148,320745.4231550577,370961.7600619917,366056.67443971033,370493.8785978779,Brenham
"Brevard, NC",NC,792,210022.51013657075,197683.27796815685,193011.12453955575,193920.23795085071,197545.7260091108,202328.76557286538,212747.81330112074,228464.69385505668,249020.41992164557,257716.65980408923,345814.39953376714,408851.43101734173,433548.655112389,460183.8374839272,Brevard
"Bridgeport, CT",CT,60,402427.224115572,379368.0035790905,372540.0017557132,382246.24560199864,396142.1358314564,400960.2767141727,405380.8986542107,412997.99491375446,416653.98882094625,414834.32345253177,489853.0527958759,543084.4893417158,574983.2219797801,626431.1843538475,Bridgeport
"Brookhaven, MS",MS,766,,,,104929.47462530824,103751.55232713353,114128.09410370239,128687.83185554294,136149.92132924023,141320.0159734986,146895.55786689857,168221.1059799446,179732.71276451333,165537.89073099752,167997.11049838687,Brookhaven
"Brookings, OR",OR,880,240828.69461791238,224980.8823178771,220218.60838453475,226096.81290016812,233953.09455284852,244943.97039154673,265379.8725317671,287750.96743733785,304560.6114035324,324720.29577428097,407040.8446886049,459584.6742487944,459028.4871704131,459322.1509832202,Brookings
"Brookings, SD",SD,778,,,162375.4777757705,165549.6632136513,169381.93722446178,176226.1696634119,184757.5909334077,191209.85043744638,198589.45522179749,205736.013385498,242042.47524447672,269298.94365234807,278688.42363247054,287266.53940581746,Brookings
"Brownsville, TX",TX,130,125056.63234285537,121055.55042416764,114894.68441354616,112856.41784080904,113267.92993566144,118457.5293777543,120475.87205789261,124454.37126421237,125660.29436041373,123389.36270694225,155566.3286348134,180396.51039215236,193399.39006427734,198902.4203276001,Brownsville
"Brownwood, TX",TX,721,110705.8313783179,109275.63016086219,109432.19296555627,107831.31198001729,110461.61035169207,113713.83852740838,115111.5336910531,115243.33473839884,122120.44928432943,130255.44691055513,157746.67532595867,179715.73389611967,178545.29791634952,181264.029762486,Brownwood
"Brunswick, GA",GA,360,166249.0404867441,152892.33231712852,148117.63964131198,150747.63246303136,156637.9644939272,163583.0771361662,170063.4091288954,176403.1553173183,192353.39685079674,204458.43204646642,247363.9451987273,291698.05166167294,309413.97397870437,322370.25588109286,Brunswick
"Bucyrus, OH",OH,683,,78716.84973298338,78653.53120964726,77325.94972943806,75819.01771999818,76726.28840988706,78514.2268484202,78962.12828164511,83996.90426557431,91356.46414050563,118769.49028833355,131880.45931198262,138366.2477195631,143780.62859729314,Bucyrus
"Buffalo, NY",NY,50,123332.44470594633,122510.03195684256,122225.73031117716,125807.59777705139,130503.90878550691,134829.54182692972,141445.70485363997,150175.80132700232,161319.08867759816,169467.94372082327,208750.20680905573,233130.00210413625,244618.96836805064,260936.9529104745,Buffalo
"Burley, ID",ID,640,123757.10670668504,115664.79951682502,119086.23407389426,124465.1871594409,126930.97044119716,131729.10652312316,140577.4574222768,153731.8014391046,168625.98577201957,181647.10233212137,250491.2474749208,298948.63872332755,305920.357028254,313062.5530713972,Burley
"Burlington, IA",IA,649,91676.6333993323,91902.48768837751,91980.3929421372,94834.18424679783,99779.70097194384,105923.55661244929,110365.86810653882,110833.03765067221,113746.9827469962,116725.90911700054,127478.19198460813,134397.54721565542,136328.38987136693,137371.52701481074,Burlington
"Burlington, NC",NC,260,,,,,,,145564.78544873244,152664.0309548703,162131.86003883262,170860.71786548296,211312.80405915983,254637.6254987409,273268.44748079404,285688.1743099661,Burlington
"Burlington, VT",VT,206,242561.4985314889,245923.6765671227,247924.69892429395,257578.98932438958,265589.2245827022,272626.78226703784,277629.2918080411,290260.8838425219,302647.8404445632,311045.56344555476,373391.81555766123,419889.11458741175,445860.1756517843,462407.7443270332,Burlington
"Butte, MT",MT,764,,,101929.9668807047,104228.77842750515,106734.44399996632,109396.96913122176,118404.90456243152,125587.55753228754,136719.0259429033,146705.29824325882,194799.9587615073,240782.10343560472,255757.07514201666,267418.9132969379,Butte
"Ca-¦on City, CO",CO,612,,,,,,,167579.954219283,183281.75502688377,200922.38810674657,217962.17573409827,281201.6709216878,323801.92624806374,325006.72336454294,331763.86640344583,Ca-¦on City
"Cadillac, MI",MI,617,72048.94310952489,68507.88312022851,72080.39915569665,76023.31397704683,80629.17666342336,85078.76209035283,89369.37553787422,95565.06928653501,119879.29914062793,146445.29759326676,177933.728347845,196506.52039160868,200874.87457750307,209940.63888361034,Cadillac
"Calhoun, GA",GA,553,99363.9264812252,93210.76755822991,91708.60272196533,98367.65148441844,106356.07236675378,112115.5465714778,119649.43293359944,128722.53462952288,140245.54093055468,151707.0762997143,195897.1046483074,232998.49421459282,245231.95597495852,263153.265338254,Calhoun
"California, MD",MD,361,291844.53951127565,279810.6388225336,271164.35787150584,280618.74197239324,286425.7301371218,285974.1203962445,285029.54781482194,292604.82241285586,300376.604146897,309853.00950088986,364695.0797887735,389013.0424102472,396014.551857226,406663.0081071311,California
"Cambridge, MD",MD,799,141805.75003762598,136722.32562594948,136477.58786363606,137525.13224346118,145426.31539541477,150093.6249870471,154031.60468604733,157428.55608872397,169985.56337194846,179135.11656735404,221443.33901159433,245096.88264558752,253053.25018485915,264389.9741900265,Cambridge
